CAMPAIGN_NAME,ASG_GROUPING_TITLE,ARTIST_DISPLAY_NAME,index
"Atln - Childish Major - Thank You, God. For it all. - R - 0062L00000VfdMeQAJ [USA - Documentary]","Thank You, God. For It All",Childish Major,65624
Discovery | Bruno Cesar e Rodrigo Reys -  Sofrimento Sério,Sofrimento Sério,Bruno César e Rodrigo Reys,65634
[TV] Marlon - Mi Macarena - SGL - JUL 2021 (España),Mi Macarena,Marlon,65644
[TV] Marlon - Mi Macarena - SGL - JUL 2021 (México),Mi Macarena,Marlon,65654
WrRE - Cavetown - Idea of Her - R - 0062L00000VOKVhQAP [United States],Idea of Her,Cavetown,65664
Atln - Jamie Miller - Here’s Your Perfect [US streaming push] - R - 0062L00000VfxdBQAR,Here’s Your Perfect,Jamie Miller,65674
Atln - Arlie - Poppin - R - 0062L00000VfmUgQAJ,poppin,Arlie,65684
Eltr - grandson - Rain ft. Jessie Reyez [Music Video] - R - 0062L00000VfxkqQAB [Search - USA],Rain,grandson,65694
Rhno - Stone Temple Pilots - Merch Pre-Order - M - 0062L00000UI8ZkQAL - [display] [USA],Maver,Stone Temple Pilots,65704
Atln - PnB Rock - Forever Never [Jimmy Kimmel Performance] - R - 0062L00000VgREPQA3 [Global],Forever Never,PnB Rock,65714
[XOXO - Row H] Atln - Charlotte Cardin - Phoenix (Part 2) - R - 0062L00000VPMl7QAH,Phoenix,Charlotte Cardin,65724
Kaia Lana Daydreaming,Daydreaming,Kaia Lana,65734
Atln - Alana Maria - On My Mind (feat. Backroad Gee) - R - 0062L00000VOWNNQA5,Aria,Arisa,65744
"AR - Ovy On The Drums, Piso 21, Blessd - Te Extraño - 0721 - OC T001704",Te Extraño,"Ovy On The Drums, Piso 21, Blessd",65754
"Warner Music Hong Kong: Garth.T - honest [ft. moon tang] (PH, ID, MY) - 0062L00000VPSvAQAX",honest,Gareth.T,65764
[Slovakia] WrWW - Minelli - Minelli - Rampampam - R - 0062L00000VfzitQAB,Rampampam,Minelli,65774
BgBt - The Knocks - Sound The Alarm (Lyric Video) - R - 0062L00000VfrwCQAR [United States],Sound the Alarm,The Knocks,65784
Jambené Inténtalo,Inténtalo,Jambene,65794
[Czech Republic] WrWW - Minelli - Minelli - Rampampam - R - 0062L00000VfzitQAB,Rampampam,Minelli,65804
[Hungary] WrWW - Minelli - Minelli - Rampampam - R - 0062L00000VfzitQAB,Rampampam,Minelli,65814
[Search] Atln - Silk Sonic - Single + Album Pre-order - R - 0062L00000Vg38kQAB,Lover,Sea,65824
Atln - Silk Sonic - Single + Album Pre-order - R - 0062L00000Vg38kQAB [United States],Unité,Unité,65834
Rhno - Stone Temple Pilots - Merch  - M - 0062L00000UI8ZkQAL - [On-Sale] [Search] [USA],Years,Stone Temple Pilots,65844
Trueview | Mad Dogz - Ficante Fiel,After Farewell,The Film,65854
(Dan + Shay - Lying OMV)WrNa - Warner Music Nashville -R - 0062L00000VfHUyQAN - USA,Lying,Dan + Shay,65864
Trueview | Pocah - Muito Prazer (Clipe),Muito Prazer,POCAH,65874
[Germany] WrWW - Minelli - Minelli - Rampampam - R - 0062L00000VfzitQAB,Man,Rampa,65884
ZAZ New Album Teaser_Youtube_InStream Ad_awareness,Exister,Zaz,65894
[France] WrWW - Minelli - Minelli - Rampampam - R - 0062L00000VfzitQAB,Rampampam,Minelli,65904
[Bulgaria] WrWW - Minelli - Minelli - Rampampam - R - 0062L00000VfzitQAB,Rampampam,Minelli,65914
[Egypt] WrWW - Minelli - Minelli - Rampampam - R - 0062L00000VfzitQAB,Rampampam,Minelli,65924
Phil The Beat - DSG I_Youtube_InStream Ad_clicks,Filth,Skream,65934
Trueview | Lara Silva - Pode Ser Seu,Arash,Arash,65944
Trueview | Morenna - Me acabo,Time No More,Evile,65954
WrRE - Omah Lay - Understand - R - 0062L00000VPKrrQAH [Official Video] [United States],Understand,Omah Lay,65964
WrNz - Silk Sonic - Skate - R - 0062L00000VP20dQAD,Adapt,Adz,65974
WrAu - Ava Max - Every Time I Cry - R - 0062L00000VOC3bQAH,Every Time I Cry,Ava Max,65984
WrAu - Omah Lay - Understand - R - 0062L00000VfPsCQAV [Australia],Understand,Omah Lay,65994
Atln - HONNE - What Would You Do? (Acoustic) - R - 0062L00000VgJ7NQAV - [USA],What Would You Do,HONNE,66004
Eltr - Bendigo Fletcher - Astro Pup (Blackacre Farm Session) - R - 0062L00000Vg3MIQAZ,GO,ION,66014
"WrIe - Bruno Mars - WrIe Bruno Mars Ft Anderson Paak, Silk Sonic - Skate - R - 0062L00000VgW5AQAV",Skate,"Bruno Mars, Anderson .Paak, Silk Sonic",66024
Atln - IV Jay - Vibrate (feat. Pink Sweat$) - R - 0062L00000VfuoLQAR - [uSA],Vibrate,IV JAY,66034
HI - LW - Jett Rebel - Pre-Apocalypse Party Playlist (album) NL:PO537522,Ppparty,Jett Rebel,66044
HI - VD - Coldplay - Higher Power - BE: PO537751,Higher Power,Coldplay,66054
(My Own Drum) Atln - VIVO - Soundtrack - R - 0062L00000VfhcMQAR [USA],Into the Sunset,RA,66064
WrCa - Bruno Mars - Skate - R - 0062L00000VgFVcQAN - [Canada],Zae,Mars,66074
"N005906 Jay OC """"Subiendolo"""" - Argentina",INNdiA,INNA,66084
WrCa - Tones and I - Welcome to the Madhouse - R - 0062L00000VfmfjQAB,Welcome To The Madhouse,Tones And I,66094
HI - VD - Iron Maiden - The Writing On The Wall BE:PO?,The Writing On The Wall,Iron Maiden,66114
HI - VD - Iron Maiden - The Writing On The Wall BE:538405,The Writing On The Wall,Iron Maiden,66115
Jamie Miller - Here's Your Perfect _Youtube_Instream Ad & Discovery Ad_awareness,Here’s Your Perfect,Jamie Miller,66124
Warner Music Canada: Clean Bandit - Drive ft. Wes Nelson [Phase 1 - Lyric Video],Clean Bandit,"Clean Bandit, CYA",66134
WrRE - Projexx - Projexx feat. Toian – Unda Pressure - R - 0062L00000VflSaQAJ,Unda Pressure,Projexx,66144
(Blake Shelton - Austin (Remaster))WrNa - Warner Music Nashville -R - 0062L00000VfHUyQAN - USA #2 #2,Austin,Blake Shelton,66154
(Zac Brown Band - Paradise Lost On Me (Lyric))WrNa - Warner Music Nashville -R - 0062L00000VfHUyQAN - USA #2 #2,Paradise Lost On Me,Zac Brown Band,66164
WrRE - L Devine - L Devine - Near Life Experience Part 1 & 2 EP - R - 0062L00000VgVGqQAN [USA],Girls Like Sex,L Devine,66174
HUGEL - Back To Life_Youtube_Instream Ad & Discovery Ad_clicks,Back to Life,HUGEL,66184
Warner Music Canada - Montreal - DA Uzi - Vrai 2 vrai - R - 0062L00000VgaxyQAB - [Canada],Vrai 2 vrai,DA Uzi,66194
(Michael Ray - Just The Way I Am OMV)WrNa - Warner Music Nashville -R - 0062L00000VfHUyQAN - USA #2 #2,Just The Way I Am,Michael Ray,66204
(Cole Swindell - Love You Too Late Live)WrNa - Warner Music Nashville -R - 0062L00000VfHUyQAN - USA #2 #2,Love You Too Late,Cole Swindell,66214
(Cody Johnson - Longer Than She Did (Live)) WrNa - Warner Music Nashville -R - 0062L00000VfHUyQAN - USA #2 #2,Longer Than She Did,Cody Johnson,66224
WrCa - Breagh Isabel - Girlfriends [Youtube views push] - R - 0062L00000VgRZNQA3,Girlfriends,Breagh Isabel,66234
WrRE - BKTHERULA - Not Wock - R - 0062L00000VfrmHQAR [United States],Not Wock,Bktherula,66244
[claymore] WrRE - Isaiah Rashad - The House is Burning [Album] - R - 0062L00000VfNpGQAV [United States],Claymore,Isaiah Rashad,66254
Atln - Jasmine Thompson - Happy For You - R - 0062L00000VfhW8QAJ [United States],happy for you,Jasmine Thompson,66264
[From The Garden Visualizer] WrRE - Isaiah Rashad - The House is Burning [Album] - R - 0062L00000VfNpGQAV [United States],From The Garden,Isaiah Rashad,66274
[RIP] WrRE - Isaiah Rashad - The House is Burning [Album] - R - 0062L00000VfNpGQAV [United States],Saia,Crash,66284
[score] WrRE - Isaiah Rashad - The House is Burning [Album] - R - 0062L00000VfNpGQAV [United States],Score,Isaiah Rashad,66294
WrRE - PVRIS - Pvris - Monster - R - 0062L00000Vg3h1QAB [USA],Monster,PVRIS,66304
Rhno - Grateful Dead - St. Louis - R - 0062L00000Vg1ytQAB [USA],Us,Grace,66314
Trueview | Silk Sonic | Skate – 2021-07-30,Illusion,Soen,66324
WrRE - PRETTYMUCH - Trust - R - 0062L00000VfrhMQAR  [United States],Trust,PRETTYMUCH,66334
(Walker County - Drag It Out live)WrNa - Warner Music Nashville -R - 0062L00000VfHUyQAN - USA,Drag it Out,Walker County,66344
[GSA] WrWW - Silk Sonic - Skate (FB/IG/IGS) [Phase 1] - R - 0062L00000VPBmeQAH,Pass,MEAN,66354
(Zac Brown Band - Stubborn Pride (ft. Marcus King))WrNa - Warner Music Nashville -R - 0062L00000VfHUyQAN - USA #2 #2,Stubborn Pride,Zac Brown Band,66364
Discovery - Silk Sonic - Skate - 30.07.2021,210,210,66374
Atln: Ravenna Golden - Girlfriend Sucks ft. Midwxst [YouTube],Girlfriend Sucks,Ravenna Golden,66384
PARLO - Keen'V ft Dely Kate - Clip Dilemme - 020821,Dilemme,Keen'V,66394
David Guetta If You Really Love Me instream video,Intro,Etta,66404
Bravo Hits 114,BRAG,RAVI,66414
The Doors - Follow-To-Enter - Guitar Lesson/Minigame_Google_Google Display Network (GDN)_clicks,Go,ORS,66424
[Search] Rhno - Grateful Dead - St. Louis - R - 0062L00000Vg1ytQAB,Loser,Grateful Dead,66434
[TV] Danny Ocean - Apartamento - SGL - AGO 2021,Apartamento,Danny Ocean,66444
HI - LW - Jett Rebel - Behave (single) NL:PO538056,Behave,Jett Rebel,66454
BgBt -  Big Beat Radio [Q3 2021] - R - 0062L00000VfGyNQAV -Big Beat Radio: EP #155 - Popeska (Popeska's Ramblings Mix)  [USA],Dreaming,BT,66464
Eltr - Meet Me @ The Altar - Brighter Days - R - 0062L00000Vg3RrQAJ - [USA],Brighter Days (Are Before Us),Meet Me @ The Altar,66474
Hugel Back To Life instream video,Back to Life,HUGEL,66484
Atln - Surf Curse - Freaks - R - 0062L00000VG8DrQAL - [Global],Freaks,Surf Curse,66494
Discovery | Mad Dogz - Ficante Fiel,Coven,RY X,66504
WrCa - Mahalia - Whenever You’re Ready - R - 0062L00000VgKxZQAV [Canada],Whenever you’re Ready,Mahalia,66514
[Poland] WrWW - Galantis - Heartbreak Anthem [Phase 2] - R - 0062L00000Vfcf1QAB,Heartbreak Anthem,Galantis,66524
AR - BB ASUL - FOCUS - 0821 - OC N002728,Focus 2,Focus,66534
BgBt - Galantis - Big Beat: Heartbreak Anthem [Re-Spend] - R - 0062L00000VgFSTQA3,Heartbreak Anthem,Galantis,66544
"N005922 - KID FLEX, A.C.O - Solo Pensar - LATAM",Solo Pensar,KID FLEX & A.C.O,66554
N005917 - Sofia Delfino - Helado - LATAM - New Draft,Helado,Sofia Delfino,66564
N005917 - Sofia Delfino -  Helado - United States,Helado,Sofia Delfino,66574
Flying Steps x Dally Tränen_Youtube_Instream Ad & Discovery Ad_clicks,Tränen,DALLY,66584
WMP - YT - Yves V ft. Pollyanna - Alone Again - Discovery,Disclaimer,Pollyanna,66594
WrAu - Anne-Marie - Skin Deep With Anne-Marie - R - 0062L00000VG6elQAD [Australia],2002,Anne-Marie,66604
Silk Sonic - Skate_Youtube_Instream Ad & Discovery Ad_awareness,Intro,Intro,66614
WrHK - Sam Kim - Love Me Like That - R - 0062L00000VG7MTQA1 (Hong Kong),Love Me Like That,Sam Kim,66624
Elektra Records: Twenty One Pilots - Scaled and Icy MV - 0062L00000VOM5bQAH [USA],Efekt,Ektor,66634
WrCa - Zac Brown Band  - R - 0062L00000VOtvHQAT (stubborn pride),Stubborn Pride,Zac Brown Band,66644
Coldplay - Music Of The Spheres (Album Pre-Order)_Youtube_Instream Ad & Discovery Ad_clicks,Music Of The Spheres i,Coldplay,66654
WrAu - Ingrid Andress - Wishful Drinking (feat. Sam Hunt) - R - 0062L00000VG8uRQAT,Wishful Drinking,Ingrid Andress,66664
Atln - Bri Steves - TBH [EP] - R - 0062L00000VG2isQAD,Lisa,SEVEN,66674
[Sweden] WrWW - Silk Sonic - Skate (FB/IG/IGS) [Phase 1] - R - 0062L00000VPBmeQAH,Pass,MEAN,66684
Atln - Bazzi - I Like That - R - 0062L00000VfWmUQAV,I Like That,Bazzi,66694
(Ingrid Andress - Wishful Drinking feat Sam Hunt) WrNa - Warner Music Nashville - July Youtube Campaigns - R - 0062L00000VfHUyQAN - [USA],Wishful Drinking,Ingrid Andress,66704
WrCa - Zac Brown Band  - R - 0062L00000VOtvHQAT ( Paradise Lost On Me),Paradise Lost On Me,Zac Brown Band,66714
[Poland] WrWW - Silk Sonic - Skate (FB/IG/IGS) [Phase 1] - R - 0062L00000VPBmeQAH,Fan,KLAN,66724
WrAu - Bazzi - I Like That - R - 0062L00000Vf7cdQAB [Australia],I Like That,Bazzi,66734
WrCa - Jack Harlow - WMC S.U.V.'s - R - 0062L00000VFzPdQAL [Canada],$20 ,Low,66744
s:su_heviteemu_lyric,Tiefe,Rico,66754
Feder & Ofenbach - Call Me Papi (feat. Dawty Music) #3_Youtube_Instream Ad & Discovery Ad_clicks,Discovery,TY,66764
WrCa - Turnstile - Turnstile - Blackout - R - 0062L00000VgUuCQAV,BLACKOUT,Turnstile,66774
[Indonesia] WrAR - Bazzi - I Like That - R - 0062L00000VfGnoQAF,I Like That,Bazzi,66784
[Hong Kong] WrAR - Bazzi - I Like That - R - 0062L00000VfGnoQAF,I Like That,Bazzi,66794
[Philippines] WrAR - Bazzi - I Like That - R - 0062L00000VfGnoQAF,I Like That,Bazzi,66804
[Singapore] WrAR - Bazzi - I Like That - R - 0062L00000VfGnoQAF,I Like That,Bazzi,66814
[Thailand] WrAR - Bazzi - I Like That - R - 0062L00000VfGnoQAF,I Like That,Bazzi,66824
[Poland] WrWW - Minelli - Minelli - Rampampam - R - 0062L00000VfzitQAB,Rampampam,Minelli,66834
[Malaysia] WrAR - Bazzi - I Like That - R - 0062L00000VfGnoQAF,I Like That,Bazzi,66844
[Vietnam] WrAR - Bazzi - I Like That - R - 0062L00000VfGnoQAF,I Like That,Bazzi,66854
[Taiwan] WrAR - Bazzi - I Like That - R - 0062L00000VfGnoQAF,I Like That,Bazzi,66864
"N005814 - Jay OC - Sku - MX, AR, CL",Ay,JAY1,66874
"N005814 - Jay OC - Sku - MX, CL",Ay,JAY1,66875
WrRE - Bryce Vine - Miss You a Little - R - 0062L00000VPKZiQAP [United States],Miss You A Little,Bryce Vine,66884
WrAu - Russ Millions - Big Shark - R - 0062L00000VG9fRQAT,Big Shark,Russ Millions,66894
WMP - Subscribers - Doremisie - Jadą jadą misie - Discovery - Mobile,"Jadą, jadą misie",Doremisie,66904
WMP - Subscribers - Polskie Nagrania - Kiedy byłem małym chłopcem  - Discovery - Mobile,Echo,EMMA6,66914
WrAu - Smiley - Over The Top (feat. Drake) - R - 0062L00000VGCUgQAP [Australia],Over The Top,Smiley,66924
VIDEO - Bianca Costa - Only Live Music - 3k€ - 050821,Vai,Bianca Costa,66934
"(discovery) Atln - Sam Austins - JOY FOR YOUTH (with Sir Chloe) - R - 0062L00000VGEPmQAP [USA, UK, Canada - Discovery]",JOY FOR YOUTH (with Sir Chloe),Sam Austins,66944
Ava Max Everytime I Cry instream video,Every Time I Cry,Ava Max,66954
WMP - Subscribers - Doremisie - Pingwin i Miś - Discovery - Mobile,Ingin,Scope,66964
WMP - Subscribers - Doremisie - Zebra - to przejście dla pieszych - Discovery - Mobile,Leary Sophie,RA,66974
WMP - Subscribers - Polskie Nagrania - 10 w skali Beauforta - Discovery - Mobile,Rain,Beau,66984
WMP - Subscribers - Polskie Nagrania - Historia jednej znajomości - Discovery - Mobile,Tournament,RA,66994
[Bulgaria] WrSE - Anne-Marie - Kiss My Uh Oh - R - 0062L00000VG9WtQAL,Aria,Arisa,67004
[Croatia] WrSE - Anne-Marie - Kiss My Uh Oh - R - 0062L00000VG9WtQAL,2002,Anne-Marie,67014
[Serbia] WrSE - Anne-Marie - Kiss My Uh Oh - R - 0062L00000VG9WtQAL,2002,Anne-Marie,67024
[Montenegro] WrSE - Anne-Marie - Kiss My Uh Oh - R - 0062L00000VG9WtQAL,2002,Anne-Marie,67034
[Hungary] WrSE - Anne-Marie - Kiss My Uh Oh - R - 0062L00000VG9WtQAL,2002,Anne-Marie,67044
[Bosnia & Herzegovina] WrSE - Anne-Marie - Kiss My Uh Oh - R - 0062L00000VG9WtQAL,2002,Anne-Marie,67054
[Slovenia] WrSE - Anne-Marie - Kiss My Uh Oh - R - 0062L00000VG9WtQAL,2002,Anne-Marie,67064
[Bulgaria] WrSE - Silk Sonic - Skate - R - 0062L00000VG9WoQAL,Aria,Arisa,67074
[Romania] WrSE - Silk Sonic - Skate - R - 0062L00000VG9WoQAL #2,Opal,Soen,67084
[Serbia] WrSE - Silk Sonic - Skate - R - 0062L00000VG9WoQAL #3,Opal,Soen,67094
[Slovenia] WrSE - Silk Sonic - Skate - R - 0062L00000VG9WoQAL #2,Vesna 2,Vesna,67104
[Bosnia & Herzegovina] WrSE - Silk Sonic - Skate - R - 0062L00000VG9WoQAL #3,LINA,LINA,67114
[Macedonia] WrSE - Silk Sonic - Skate - R - 0062L00000VG9WoQAL #2,Opal,Soen,67124
[Romania] WrSE - Anne-Marie - Kiss My Uh Oh - R - 0062L00000VG9WtQAL,2002,Anne-Marie,67134
[Macedonia] WrSE - Anne-Marie - Kiss My Uh Oh - R - 0062L00000VG9WtQAL,2002,Anne-Marie,67144
WrCa - Ferraro Band - As Far I've Come (Lyric Video) - R - 0062L00000VGFMAQA5,As Far As I've Come,Ferraro,67154
Rhno - Genesis - The Last Domino Greatest Hits [eCom] - M - 0062L00000VGABbQAP - [USA],The Last Domino,Genesis,67164
Leon Leiden Se Siente Bien,Se Siente Bien,Leon Leiden,67174
[Croatia] WrSE - Silk Sonic - Skate - R - 0062L00000VG9WoQAL #2,Opal,Soen,67184
[Hungary] WrSE - Silk Sonic - Skate - R - 0062L00000VG9WoQAL #3,Bunga,Bunga,67194
[Montenegro] WrSE - Silk Sonic - Skate - R - 0062L00000VG9WoQAL #3,SKIT,MONTI,67204
WrRE - 99 Neighbors - 49er - R - 0062L00000VfloRQAR,49er,99 Neighbors,67214
WrRE - Nessa Barrett - I Hope You’re Miserable Until Your Dead - R - 0062L00000VflouQAB [United States],i hope ur miserable until ur dead,Nessa Barrett,67224
WrHK - Sam Kim - Love Me Like That - R - 0062L00000VG7MTQA1 [Display] (Hong Kong),Love Me Like That,Sam Kim,67234
(REAL) Atln - Silk Sonic - Single + Album Pre-order - R - 0062L00000Vg38kQAB (subscribers) [USA],Highlife,Ri,67244
gameboy tetris - Incognito,Incognito,Gameboy Tetris,67254
HI - IM - Silk Sonic - Skate BE:PO536987,Konig,Nico,67264
jvg_liike_video,Tuulisii,JVG,67274
HI - IM - Demi van Wijngaarden - Kunnen Wij Dat Ook NL:PO537602,Kunnen Wij Dat Ook,Demi van Wijngaarden,67284
Atln - MAY-A - Don't Kiss Your Friend - R - 0062L00000VfhW9QAJ [United States],Don't kiss ur friends,MAY-A,67294
Clean_Bandit Drive_Youtube_Instream Ad & Discovery Ad_clicks,Clean Bandit,Clean Bandit,67304
HI - IM - Silk Sonic - Skate NL:PO535575,Alien,SALK,67314
WrAu - Nessa Barrett - i hope ur miserable until ur dead - R - 0062L00000VGCfeQAH,i hope ur miserable until ur dead,Nessa Barrett,67324
HI - VD - Anne-Marie - Kiss My (Uh Oh) ft. Little Mix BE:PO538404,Kiss My (Uh Oh) [feat. Little Mix ] [PS1 remix],Anne-Marie,67334
WrCa - Smiley - Over The Top ft. Drake - R - 0062L00000VgWlBQAV [Canada],Over The Top,Smiley,67344
Atln - Sara Kays - struck by lightning - R - 0062L00000VGA2oQAH,Struck By Lightning,Sara Kays,67354
WrCa - Big Wreck - Ought To Be - R - 0062L00000VGDa5QAH [Canada],Ought to Be,Big Wreck,67364
Atln - Sara Kays - struck by lightning - R - 0062L00000VGA2oQAH - yt for action,Struck By Lightning,Sara Kays,67374
Dhali - Insane Michael Calfan Remix_Youtube_Instream Ad & Discovery Ad_awareness,Insane,DHALI,67384
WrIe - Lea Heart - Lea Heart - R - 0062L00000VGD1GQAX [Ireland],Ahead,Wire,67394
WrAu - Sara Kays - Struck By Lightning - R - 0062L00000VGCksQAH [Australia],Struck By Lightning,Sara Kays,67404
HI - CA - Jack Harlow - SUV's (ft. Pooh Shiesty) NL:PO538296,Stay,Low,67414
HI - CA - Jack Harlow - SUV's (ft. Pooh Shiesty) BE:PO538351,Stay,Low,67424
Atlantic Records: KILLBOY - Make Damn Sure - 0062L00000Vg39OQAR - [USA],Agent Red,BOY,67434
IMMI - andrew laeddis_Youtube_InStream Ad_awareness,andrew laeddis,IMMI,67444
WrAu - Day1 - Day Uno - R - 0062L00000VORiEQAX [Australia],Day Uno,Day1,67454
Anne-Marie & Little Mix - Kiss My (Uh Oh) - Phase 1_Youtube_Instream Ad & Discovery Ad_awareness,Kiss My (Uh Oh),Anne-Marie x Little Mix,67464
Atln - Adia Victoria - A Southern Gothic Rollout - R - 0062L00000Vfx0dQAB [USA],Head Rot,Adia Victoria,67474
ELEKTRA - Feder - Clip Call Me Papi ft Ofenbach - 060821,210,210,67484
WrCa - Isaiah Rashad - From The Garden - R - 0062L00000VgWp8QAF,From The Garden,Isaiah Rashad,67494
Atln - Rico Nasty - Buss - R - 0062L00000VGIu8QAH [USA],Buss,Rico Nasty,67504
Atln - Little Big - Moustache - R - 0062L00000VGDvmQAH [United States],UNO,Little Big,67514
[India] WrWW - Minelli - Minelli - Rampampam - R - 0062L00000VfzitQAB,Rampampam,Minelli,67524
Marc Segui - Tiroteo Remix - US - NEW,Tiroteo,Marc Seguí,67534
WrAu - Jack Harlow - SUVs - R - 0062L00000Vg0vzQAB [SUVs Release - Australia],Elena,ARLO,67544
WrCa - Sara Kays - Struck By Lightning (feat. Cavetown) - R - 0062L00000VGDbcQAH [Canada],Struck By Lightning,Sara Kays,67554
HI - LW - Coldplay - Music of Spheres NL:PO538607,Music Of The Spheres i,Coldplay,67564
WMAS: Q3 2021 Always On - Jerry Cantrell (TrueView for Action),Chance,Act,67574
Elektra: Q3 2021 Always On - LŪN [SEARCH],Efekt,Ektor,67584
Angesagt - Katja Krasavice (PRIDE) Teil 2_Youtube_Instream Ad & Discovery Ad_awareness,Intro,Katja Krasavice,67594
(trueview) Atln - Sam Austins - JOY FOR YOUTH (with Sir Chloe) - R - 0062L00000VGEPmQAP - [USA/UK/CA],JOY FOR YOUTH (with Sir Chloe),Sam Austins,67604
WrNa - Warner Music Nashville - August Youtube Campaigns - R - 0062L00000VGNLIQA5 - row a,us,gnash,67614
WrAu - Bryce Vine - Miss You A Little - R - 0062L00000VGCkYQAX,Miss You A Little,Bryce Vine,67624
WrNa - Warner Music Nashville - August Youtube Campaigns - R - 0062L00000VGNLIQA5 - row b,us,gnash,67634
WrNa - Warner Music Nashville - August Youtube Campaigns - R - 0062L00000VGNLIQA5 - row d,us,gnash,67644
WrNa - Warner Music Nashville - August Youtube Campaigns - R - 0062L00000VGNLIQA5 - row g,us,gnash,67654
WrNa - Warner Music Nashville - August Youtube Campaigns - R - 0062L00000VGNLIQA5 - row e,us,gnash,67664
WrNa - Warner Music Nashville - August Youtube Campaigns - R - 0062L00000VGNLIQA5 - row h,us,gnash,67674
WrNa - Warner Music Nashville - August Youtube Campaigns - R - 0062L00000VGNLIQA5 - row i,us,gnash,67684
WrNa - Warner Music Nashville - August Youtube Campaigns - R - 0062L00000VGNLIQA5 - row j,us,gnash,67694
WrNa - Warner Music Nashville - August Youtube Campaigns - R - 0062L00000VGNLIQA5 - row k,us,gnash,67704
WrNa - Warner Music Nashville - August Youtube Campaigns - R - 0062L00000VGNLIQA5 - row L,us,gnash,67714
WrNa - Warner Music Nashville - August Youtube Campaigns - R - 0062L00000VGNLIQA5 - row n,us,gnash,67724
WrNa - Warner Music Nashville - August Youtube Campaigns - R - 0062L00000VGNLIQA5 - row r,us,gnash,67734
WrNa - Warner Music Nashville - August Youtube Campaigns - R - 0062L00000VGNLIQA5 - row s,us,gnash,67744
WrNa - Warner Music Nashville - August Youtube Campaigns - R - 0062L00000VGNLIQA5 - row v,us,gnash,67754
WrNa - Warner Music Nashville - August Youtube Campaigns - R - 0062L00000VGNLIQA5 - row aa,us,gnash,67764
